source,target,value
G27,G55,0.028643576
G28,G55,0.014789151
G29,G55,0.091762791
G3,G55,0.019129661
G30,G55,0.041524409
G31,G55,0.023838586
G32,G55,0.042209139
G33,G55,0.024092976
G34,G55,0.021917663
G35,G55,0.019615511
G36,G55,0.031487681
G37,G55,0.052030638
G38,G55,0.036673656
G39,G55,0.029694572
G4,G55,0.038372416
G40,G55,0.03042109
G41,G55,0.015020551
G42,G55,0.016135492
G43,G55,0.020912869
G44,G55,0.021455545
G45,G55,0.044413573
G46,G55,0.011330788
G47,G55,0.022560205
G48,G55,0.089111009
G49,G55,0.021873166
G5,G55,0.042481889
G50,G55,0.016550598
G51,G55,0.063770505
G52,G55,0.027140259
G53,G55,0.300901861
G54,G55,0.065561344
G56,G55,0.016853188
G57,G55,0.034674441
G58,G55,0.018369254
G59,G55,0.026639577
G6,G55,0.006239534
G60,G55,0.02518843
G61,G55,0.027826193
G62,G55,0.031094041
G63,G55,0.038071275
G64,G55,0.039480618
G65,G55,0.036483146
G66,G55,0.01945752
G67,G55,0.024194183
G68,G55,0.020243004
G69,G55,0.155883855
G7,G55,0.036104405
G70,G55,0.035954752
G71,G55,0.062023512
G72,G55,0.032235664
G73,G55,0.058982013
G74,G55,0.042199585
G75,G55,0.009828744
G76,G55,0.015280119
G77,G55,0.021312751
G78,G55,0.04043326
G79,G55,0.024197345
G8,G55,0.029499758
G80,G55,0.041402785
G81,G55,0.031640535
G82,G55,0.054370876
G83,G55,0.025766552
G84,G55,0.025899769
G85,G55,0.060343267
G86,G55,0.026018353
G87,G55,0.013096031
G88,G55,0.052868587
G89,G55,0.030589425
G9,G55,0.025805723
G90,G55,0.035182446
G91,G55,0.019264949
G92,G55,0.021885792
G93,G55,0.019243342
G94,G55,0.02147804
G95,G55,0.021499431
G96,G55,0.055527304
G97,G55,0.065426326
G98,G55,0.012429392
G99,G55,0.026346711
G1,G56,0.027460076
G10,G56,0.027384659
G100,G56,0.039762301
G11,G56,0.037075593
G12,G56,0.054704504
G13,G56,0.0294683
G14,G56,0.025258032
G15,G56,0.058170286
G16,G56,0.025738609
G17,G56,0.077064093
G18,G56,0.019221086
G19,G56,0.055376606
G2,G56,0.0252502
G20,G56,0.039351096
G21,G56,0.061596438
G22,G56,0.032943773
G23,G56,0.037419993
G24,G56,0.015694863
G25,G56,0.057601963
G26,G56,0.116321695
G27,G56,0.094860164
G28,G56,0.101865415
G29,G56,0.028316672
G3,G56,0.023853818
G30,G56,0.046058214
G31,G56,0.026366214
G32,G56,0.029151598
G33,G56,0.048733089
G34,G56,0.048340415
G35,G56,0.053852824
G36,G56,0.021154799
G37,G56,0.041793951
G38,G56,0.031027327
G39,G56,0.032252419
G4,G56,0.071601089
G40,G56,0.032401315
G41,G56,0.036106194
G42,G56,0.013213623
G43,G56,0.018765293
G44,G56,0.032466875
G45,G56,0.028155328
G46,G56,0.02122161
G47,G56,0.028700266
G48,G56,0.107101177
G49,G56,0.252550825
G5,G56,0.021445388
G50,G56,0.024218175
G51,G56,0.04352874
G52,G56,0.037003397
G53,G56,0.033709731
G54,G56,0.035151389
G55,G56,0.026974539
G57,G56,0.029265514
G58,G56,0.028618726
G59,G56,0.038564472
G6,G56,0.021388813
G60,G56,0.018046201
G61,G56,0.029836006
G62,G56,0.035917832
G63,G56,0.058125519
G64,G56,0.027242238
G65,G56,0.056026299
G66,G56,0.040811339
G67,G56,0.046299664
G68,G56,0.023141805
G69,G56,0.025685224
G7,G56,0.089954127
G70,G56,0.039222575
G71,G56,0.035993068
G72,G56,0.047173726
G73,G56,0.025955984
G74,G56,0.035002031
G75,G56,0.031410852
G76,G56,0.101085859
G77,G56,0.025083457
G78,G56,0.027051113
G79,G56,0.040460338
G8,G56,0.052051466
G80,G56,0.014960179
G81,G56,0.037959334
G82,G56,0.066196595
G83,G56,0.032914447
G84,G56,0.028032338
G85,G56,0.037939718
G86,G56,0.0268518
G87,G56,0.032133081
G88,G56,0.027572271
G89,G56,0.025196165
G9,G56,0.033456023
G90,G56,0.028013381
G91,G56,0.046321068
G92,G56,0.060426989
G93,G56,0.032519508
G94,G56,0.022474847
G95,G56,0.022719875
G96,G56,0.018188507
G97,G56,0.038119438
G98,G56,0.04528475
G99,G56,0.034903255
G1,G57,0.026828339
G10,G57,0.048408719
G100,G57,0.023865992
G11,G57,0.060599192
G12,G57,0.024375551
G13,G57,0.016790863
G14,G57,0.015997836
G15,G57,0.038540195
G16,G57,0.0139947
G17,G57,0.012979784
G18,G57,0.0323211
G19,G57,0.014545285
G2,G57,0.050429948
G20,G57,0.046703575
G21,G57,0.045430556
G22,G57,0.021477161
G23,G57,0.019341873
G24,G57,0.018007285
G25,G57,0.072994517
G26,G57,0.039742871
G27,G57,0.035224213
G28,G57,0.018714658
G29,G57,0.023711646
G3,G57,0.037043215
G30,G57,0.02145081
G31,G57,0.036438156
G32,G57,0.040971723
G33,G57,0.025722368
G34,G57,0.027259135
G35,G57,0.021128258
G36,G57,0.027980071
G37,G57,0.029053698
G38,G57,0.042934587
G39,G57,0.046467313
G4,G57,0.025839661
G40,G57,0.048435963
G41,G57,0.021577404
G42,G57,0.025667069
G43,G57,0.022787808
G44,G57,0.029139239
G45,G57,0.032582555
G46,G57,0.01699933
G47,G57,0.039242938
G48,G57,0.036982647
G49,G57,0.040632469
G5,G57,0.022099813
G50,G57,0.036535175
G51,G57,0.332716171
G52,G57,0.014840339
G53,G57,0.049268739
G54,G57,0.025657224
G55,G57,0.045003976
G56,G57,0.019239436
G58,G57,0.036766378
G59,G57,0.049702555
G6,G57,0.024918513
G60,G57,0.026021674
G61,G57,0.028005836
G62,G57,0.022022956
G63,G57,0.041442343
G64,G57,0.018042888
G65,G57,0.019558992
G66,G57,0.046132234
G67,G57,0.018764782
G68,G57,0.040635771
G69,G57,0.029757802
G7,G57,0.073194238
G70,G57,0.105682184
G71,G57,0.056596819
G72,G57,0.02505104
G73,G57,0.028895679
G74,G57,0.024045943
G75,G57,0.012270452
G76,G57,0.029549416
G77,G57,0.02276998
G78,G57,0.020800446
G79,G57,0.041084459
G8,G57,0.046579685
G80,G57,0.023297819
G81,G57,0.087139857
G82,G57,0.273641566
G83,G57,0.014025233
G84,G57,0.027245129
G85,G57,0.048396555
G86,G57,0.026593245
G87,G57,0.020083393
G88,G57,0.04348645
G89,G57,0.02638286
G9,G57,0.452513386
G90,G57,0.026325675
G91,G57,0.023498466
G92,G57,0.019273689
G93,G57,0.022445966
G94,G57,0.040341883
G95,G57,0.016712943
G96,G57,0.024607767
G97,G57,0.023046224
G98,G57,0.024499878
G99,G57,0.03606392
G1,G58,0.021814749
G10,G58,0.037015611
G100,G58,0.044791086
G11,G58,0.160476631
G12,G58,0.017074338
G13,G58,0.050224406
G14,G58,0.024738353
G15,G58,0.08744775
G16,G58,0.018845063
G17,G58,0.025938418
G18,G58,0.041339538
G19,G58,0.013311893
G2,G58,0.034384757
G20,G58,0.054166053
G21,G58,0.053640013
G22,G58,0.030781575
G23,G58,0.022758701
G24,G58,0.025881333
G25,G58,0.025271406
G26,G58,0.08487539
G27,G58,0.044259738
G28,G58,0.034784847
G29,G58,0.072439203
G3,G58,0.030798573
G30,G58,0.032405263
G31,G58,0.051892488
G32,G58,0.041709383
G33,G58,0.048400087
G34,G58,0.060934816
G35,G58,0.044419355
G36,G58,0.016053405
G37,G58,0.037454628
G38,G58,0.025916835
G39,G58,0.054549983
G4,G58,0.032391395
G40,G58,0.022615095
G41,G58,0.019953891
G42,G58,0.026647557
G43,G58,0.018558893
G44,G58,0.043086652
G45,G58,0.040244617
G46,G58,0.026749391
G47,G58,0.06240982
G48,G58,0.052182516
G49,G58,0.028248665
G5,G58,0.055900721
G50,G58,0.041381763
G51,G58,0.061353921
G52,G58,0.033600298
G53,G58,0.083931271
G54,G58,0.036265276
G55,G58,0.039330257
G56,G58,0.021847304
G57,G58,0.022250276
G59,G58,0.074461712
G6,G58,0.014088927
G60,G58,0.014748808
G61,G58,0.032539069
G62,G58,0.025170539
G63,G58,0.032061735
G64,G58,0.021407076
G65,G58,0.018933101
G66,G58,0.0642114
G67,G58,0.037751208
G68,G58,0.037768654
G69,G58,0.071048467
G7,G58,0.202631975
G70,G58,0.039866954
G71,G58,0.044872401
G72,G58,0.049744964
G73,G58,0.042600862
G74,G58,0.032563991
G75,G58,0.041436338
G76,G58,0.014223081
G77,G58,0.03411754
G78,G58,0.063080996
G79,G58,0.025481545
G8,G58,0.068098353
G80,G58,0.035291788
G81,G58,0.023933947
G82,G58,0.051810875
G83,G58,0.02413742
G84,G58,0.01792841
G85,G58,0.075541823
G86,G58,0.027120063
G87,G58,0.042737243
G88,G58,0.020844053
G89,G58,0.040952277
G9,G58,0.081575016
G90,G58,0.020637865
G91,G58,0.025599096
G92,G58,0.043781018
G93,G58,0.022667965
G94,G58,0.044515231
G95,G58,0.028163583
G96,G58,0.014747375
G97,G58,0.032516602
G98,G58,0.038406926
G99,G58,0.107149293
G1,G59,0.039136605
G10,G59,0.019903108
G100,G59,0.016789858
G11,G59,0.048248221
G12,G59,0.047333072
G13,G59,0.006608564
G14,G59,0.007628672
G15,G59,0.033642188
G16,G59,0.012036102
G17,G59,0.019654935
G18,G59,0.08373361
G19,G59,0.024363815
G2,G59,0.031805957
G20,G59,0.036682448
G21,G59,0.058707096
G22,G59,0.042577526
G23,G59,0.018907873
G24,G59,0.023994045
G25,G59,0.37829955
G26,G59,0.035522809
G27,G59,0.023205278
G28,G59,0.04561328
G29,G59,0.031264021
G3,G59,0.021726155
G30,G59,0.032106679
G31,G59,0.034087549
G32,G59,0.02719209
G33,G59,0.015335492
G34,G59,0.02693192
G35,G59,0.031011577
G36,G59,0.018332334
G37,G59,0.027713859
G38,G59,0.028911827
G39,G59,0.021249113
G4,G59,0.020598674
G40,G59,0.102086908
G41,G59,0.025003148
G42,G59,0.01361427
G43,G59,0.01196185
G44,G59,0.026008489
G45,G59,0.018824413
G46,G59,0.014509038
G47,G59,0.041660118
G48,G59,0.065929838
G49,G59,0.018844455
G5,G59,0.038960762
G50,G59,0.024492716
G51,G59,0.053978605
G52,G59,0.031073304
G53,G59,0.019212962
G54,G59,0.018921852
G55,G59,0.041966564
G56,G59,0.021677633
G57,G59,0.038787474
G58,G59,0.052207287
G6,G59,0.034008127
G60,G59,0.017126816
G61,G59,0.02442109
G62,G59,0.025169176
G63,G59,0.023331517
G64,G59,0.026518321
G65,G59,0.019847008
G66,G59,0.013508522
G67,G59,0.01709283
G68,G59,0.018064062
G69,G59,0.027266944
G7,G59,0.042941863
G70,G59,0.084490826
G71,G59,0.025261638
G72,G59,0.050305129
G73,G59,0.019149245
G74,G59,0.030178597
G75,G59,0.03328885
G76,G59,0.029863202
G77,G59,0.027282473
G78,G59,0.028281779
G79,G59,0.036163147
G8,G59,0.017510196
G80,G59,0.020297512
G81,G59,0.026719903
G82,G59,0.058592199
G83,G59,0.026005921
G84,G59,0.031559367
G85,G59,0.033707321
G86,G59,0.016267352
G87,G59,0.017289333
G88,G59,0.057020979
G89,G59,0.017252679
G9,G59,0.033991893
G90,G59,0.067556447
G91,G59,0.09701535
G92,G59,0.569137935
G93,G59,0.021167683
G94,G59,0.021383915
G95,G59,0.007604106
G96,G59,0.020504011
G97,G59,0.072150411
G98,G59,0.024969642
G99,G59,0.029449819
G1,G6,0.043111682
G10,G6,0.038044722
G100,G6,0.021852089
G11,G6,0.048164184
G12,G6,0.038826659
G13,G6,0.029463116
G14,G6,0.019695545
G15,G6,0.050901653
G16,G6,0.031798076
G17,G6,0.028144432
G18,G6,0.037035147
G19,G6,0.020968273
G2,G6,0.018006566
G20,G6,0.100909718
G21,G6,0.054870252
G22,G6,0.049407172
G23,G6,0.024690052
G24,G6,0.005049971
G25,G6,0.045942549
G26,G6,0.039761193
G27,G6,0.026155336
G28,G6,0.019327232
G29,G6,0.041976508
G3,G6,0.012060018
G30,G6,0.067749296
G31,G6,0.029884608
G32,G6,0.046337703
G33,G6,0.026614747
G34,G6,0.029687898
G35,G6,0.017025914
G36,G6,0.053707232
G37,G6,0.093778904
G38,G6,0.060210499
G39,G6,0.051549489
G4,G6,0.015224295
G40,G6,0.028516964
G41,G6,0.058862179
G42,G6,0.023970769
G43,G6,0.018828099
G44,G6,0.020903356
G45,G6,0.058881132
G46,G6,0.028262586
G47,G6,0.027918806
G48,G6,0.04082093
G49,G6,0.063873077
G5,G6,0.046955813
G50,G6,0.041783086
G51,G6,0.045064161
G52,G6,0.028663625
G53,G6,0.035340524
G54,G6,0.025964948
G55,G6,0.03349001
G56,G6,0.013734994
G57,G6,0.043288293
G58,G6,0.012965006
G59,G6,0.050632403
G60,G6,0.039975506
G61,G6,0.03321788
G62,G6,0.04284743
G63,G6,0.042310323
G64,G6,0.134517996
G65,G6,0.023523808
G66,G6,0.023306558
G67,G6,0.060277525
G68,G6,0.036672923
G69,G6,0.034231843
G7,G6,0.050845397
G70,G6,0.094320874
G71,G6,0.03429303
G72,G6,0.035720419
G73,G6,0.032913437
G74,G6,0.034943376
G75,G6,0.021203312
G76,G6,0.095969803
G77,G6,0.029877997
G78,G6,0.029564768
G79,G6,0.256722318
G8,G6,0.024352994
G80,G6,0.032080996
G81,G6,0.020074328
G82,G6,0.058453796
G83,G6,0.034112671
G84,G6,0.025391988
G85,G6,0.039159593
G86,G6,0.099792636
G87,G6,0.036750365
G88,G6,0.02550686
G89,G6,0.058533583
G9,G6,0.066849267
G90,G6,0.030212281
G91,G6,0.050921526
G92,G6,0.037509537
G93,G6,0.029285245
G94,G6,0.017285366
G95,G6,0.021137232
G96,G6,0.029401733
G97,G6,0.019772639
G98,G6,0.02121679
G99,G6,0.041232876
G1,G60,0.020046732
G10,G60,0.043364029
G100,G60,0.072103082
G11,G60,0.037274508
G12,G60,0.033110399
G13,G60,0.035359191
G14,G60,0.021753335
G15,G60,0.056225021
G16,G60,0.032033559
G17,G60,0.087114559
G18,G60,0.0397475
G19,G60,0.020690014
G2,G60,0.026526681
G20,G60,0.076503911
G21,G60,0.05709056
G22,G60,0.074171065
G23,G60,0.027174914
G24,G60,0.048876223
G25,G60,0.024478879
G26,G60,0.082987883
G27,G60,0.035949233
G28,G60,0.043492145
G29,G60,0.046482493
G3,G60,0.035651312
G30,G60,0.021760894
G31,G60,0.037385369
G32,G60,0.032367975
G33,G60,0.026359464
G34,G60,0.019297308
G35,G60,0.037904528
G36,G60,0.032674258
G37,G60,0.04883288
G38,G60,0.039269387
G39,G60,0.07516517
G4,G60,0.060908423
G40,G60,0.01756684
G41,G60,0.095608611
G42,G60,0.024173037
G43,G60,0.029594798
G44,G60,0.137012623
G45,G60,0.030110018
G46,G60,0.02018133
G47,G60,0.026959826
G48,G60,0.030249981
G49,G60,0.041788292
G5,G60,0.018409696
G50,G60,0.035890504
G51,G60,0.069057549
G52,G60,0.03418925
G53,G60,0.06398551
G54,G60,0.074183439
G55,G60,0.041226333
G56,G60,0.028122521
G57,G60,0.035134608
G58,G60,0.021244801
G59,G60,0.032111471
G6,G60,0.02447949
G61,G60,0.026399017
G62,G60,0.030491247
G63,G60,0.031828066
G64,G60,0.04029141
G65,G60,0.022430495
G66,G60,0.019838735
G67,G60,0.05495877
G68,G60,0.026801864
G69,G60,0.110424622
G7,G60,0.051248581
G70,G60,0.044529115
G71,G60,0.03586796
G72,G60,0.022236523
G73,G60,0.037138553
G74,G60,0.037049372
G75,G60,0.028740208
G76,G60,0.029367165
G77,G60,0.036638328
G78,G60,0.04156066
G79,G60,0.038114131
G8,G60,0.129214428
G80,G60,0.033902513
G81,G60,0.052841667
G82,G60,0.049595829
G83,G60,0.065593924
G84,G60,0.045596927
G85,G60,0.03722111
G86,G60,0.040949057
G87,G60,0.024105957
G88,G60,0.022239907
G89,G60,0.03460197
G9,G60,0.037506635
G90,G60,0.029060334
G91,G60,0.019042293
G92,G60,0.046264037
G93,G60,0.024471373
G94,G60,0.030873551
G95,G60,0.020865258
G96,G60,0.066266574
G97,G60,0.021414092
G98,G60,0.104032887
G99,G60,0.034461525
G1,G61,0.025797856
G10,G61,0.035840787
G100,G61,0.134846193
G11,G61,0.054555545
G12,G61,0.02860847
G13,G61,0.029333461
G14,G61,0.03788985
G15,G61,0.062369243
G16,G61,0.056194528
G17,G61,0.04084388
G18,G61,0.034892944
G19,G61,0.043783686
G2,G61,0.025044626
G20,G61,0.061934062
G21,G61,0.064892195
G22,G61,0.026972771
G23,G61,0.048659253
G24,G61,0.029994013
G25,G61,0.052729769
G26,G61,0.054380253
G27,G61,0.040842251
G28,G61,0.043993223
G29,G61,0.035165057
G3,G61,0.024058252
G30,G61,0.034624083
G31,G61,0.038844924
G32,G61,0.03905832
G33,G61,0.025055221
G34,G61,0.031783345
G35,G61,0.021713419
G36,G61,0.026042416
G37,G61,0.036720739
G38,G61,0.027523158
G39,G61,0.065434225
G4,G61,0.051612029
G40,G61,0.045907291
G41,G61,0.063407698
G42,G61,0.03009491
G43,G61,0.044349618
G44,G61,0.0218691
G45,G61,0.042932592
G46,G61,0.051086801
G47,G61,0.030193644
G48,G61,0.033690887
G49,G61,0.023023109
G5,G61,0.016616456
G50,G61,0.104441025
G51,G61,0.057087778
G52,G61,0.036208876
G53,G61,0.065058728
G54,G61,0.026171054
G55,G61,0.052643572
G56,G61,0.03586016
G57,G61,0.037265303
G58,G61,0.052273632
G59,G61,0.052856348
G6,G61,0.024586897
G60,G61,0.032089505
G62,G61,0.031651144
G63,G61,0.025718925
G64,G61,0.029079751
G65,G61,0.050989887
G66,G61,0.032572435
G67,G61,0.046891003
G68,G61,0.044951309
G69,G61,0.027500023
G7,G61,0.034939423
G70,G61,0.040782778
G71,G61,0.06665655
G72,G61,0.034966373
G73,G61,0.046503983
G74,G61,0.048639383
G75,G61,0.033728688
G76,G61,0.059219619
G77,G61,0.013980558
G78,G61,0.017531416
G79,G61,0.029660694
G8,G61,0.041444055
G80,G61,0.036064366
G81,G61,0.04253215
G82,G61,0.061207595
G83,G61,0.021474635
G84,G61,0.014910816
G85,G61,0.036885369
G86,G61,0.060532171
G87,G61,0.038198132
G88,G61,0.044863095
G89,G61,0.063544356
G9,G61,0.041981829
G90,G61,0.042524947
G91,G61,0.060830765
G92,G61,0.095354271
G93,G61,0.028958094
G94,G61,0.020383566
G95,G61,0.015475606
G96,G61,0.040846849
G97,G61,0.024422054
G98,G61,0.031414658
G99,G61,0.044576423
G1,G62,0.020453886
G10,G62,0.037184641
G100,G62,0.054478541
G11,G62,0.033323858
G12,G62,0.078772925
G13,G62,0.021266098
G14,G62,0.032467295
G15,G62,0.048216834
G16,G62,0.13643175
G17,G62,0.035821585
G18,G62,0.018170091
G19,G62,0.026551227
G2,G62,0.027130787
G20,G62,0.055210093
G21,G62,0.05316724
G22,G62,0.020455063
G23,G62,0.024028054
G24,G62,0.078487877
G25,G62,0.042806032
G26,G62,0.043947706
G27,G62,0.03189954
G28,G62,0.040770213
G29,G62,0.041300088
G3,G62,0.043660931
G30,G62,0.022349948
G31,G62,0.033614916
G32,G62,0.029493006
G33,G62,0.018246581
G34,G62,0.057492047
G35,G62,0.016912823
G36,G62,0.019175368
G37,G62,0.036931409
G38,G62,0.036060278
G39,G62,0.035521072
G4,G62,0.061259818
G40,G62,0.038125426
G41,G62,0.074341085
G42,G62,0.017268297
G43,G62,0.017833263
G44,G62,0.020829835
G45,G62,0.087635
G46,G62,0.022711323
G47,G62,0.03389399
G48,G62,0.065567461
G49,G62,0.172394538
G5,G62,0.052419614
G50,G62,0.031930141
G51,G62,0.049728041
G52,G62,0.106221642
G53,G62,0.039960058
G54,G62,0.036730724
G55,G62,0.040469812
G56,G62,0.027061596
G57,G62,0.031276492
G58,G62,0.027221672
G59,G62,0.033510645
G6,G62,0.029167977
G60,G62,0.040709543
G61,G62,0.028768149
G63,G62,0.049716734
G64,G62,0.019194413
G65,G62,0.017170865
G66,G62,0.026382622
G67,G62,0.02664724
G68,G62,0.032870625
G69,G62,0.055212049
G7,G62,0.031165293
G70,G62,0.033635024
G71,G62,0.065318112
G72,G62,0.0272957
G73,G62,0.026432819
G74,G62,0.037439647
G75,G62,0.031483509
G76,G62,0.015926429
G77,G62,0.019015521
G78,G62,0.077241029
G79,G62,0.072032578
G8,G62,0.036976137
G80,G62,0.170366834
G81,G62,0.024696115
G82,G62,0.048442225
G83,G62,0.028333801
G84,G62,0.028868549
G85,G62,0.037983053
G86,G62,0.02547729
G87,G62,0.020961362
G88,G62,0.027137859
G89,G62,0.020788732
G9,G62,0.05098956
G90,G62,0.026274088
G91,G62,0.02756738
G92,G62,0.033652195
G93,G62,0.024320919
G94,G62,0.03894332
G95,G62,0.079590204
G96,G62,0.033489268
G97,G62,0.02173881
G98,G62,0.044536236
G99,G62,0.062154003
G1,G63,0.049439831
G10,G63,0.035804361
G100,G63,0.03601884
G11,G63,0.023440734
G12,G63,0.036894631
G13,G63,0.025618411
G14,G63,0.013692011
G15,G63,0.077246523
G16,G63,0.028323972
G17,G63,0.015780574
G18,G63,0.02428408
G19,G63,0.008140188
G2,G63,0.018064527
G20,G63,0.053079494
G21,G63,0.056481257
G22,G63,0.045933642
G23,G63,0.02987378
G24,G63,0.009458553
G25,G63,0.082774362
G26,G63,0.853116832
G27,G63,0.021491424
G28,G63,0.026559752
G29,G63,0.029928582
G3,G63,0.013895776
G30,G63,0.015218323
G31,G63,0.180707515
G32,G63,0.024419526
G33,G63,0.021866245
G34,G63,0.020423805
G35,G63,0.026311093
G36,G63,0.021167887
G37,G63,0.132683502
G38,G63,0.021897952
G39,G63,0.054203793
G4,G63,0.022530498
G40,G63,0.021820611
G41,G63,0.036334259
G42,G63,0.013652572
G43,G63,0.044598604
G44,G63,0.035453386
G45,G63,0.014350448
G46,G63,0.110234472
G47,G63,0.019908419
G48,G63,0.024905433
G49,G63,0.032202744
G5,G63,0.038723693
G50,G63,0.022359573
G51,G63,0.079868413
G52,G63,0.024461463
G53,G63,0.067726287
G54,G63,0.022628809
G55,G63,0.040118985
G56,G63,0.025800581
G57,G63,0.048263716
G58,G63,0.013945617
G59,G63,0.019238404
G6,G63,0.025691844
G60,G63,0.020795305
G61,G63,0.009059338
G62,G63,0.028797425
G64,G63,0.05655356
G65,G63,0.04529657
G66,G63,0.029326306
G67,G63,0.014244846
G68,G63,0.04938248
G69,G63,0.021744856
G7,G63,0.037878859
G70,G63,0.039297118
G71,G63,0.089586734
G72,G63,0.016969344
G73,G63,0.022667098
G74,G63,0.028087866
G75,G63,0.014537588
G76,G63,0.027410257
G77,G63,0.016705301
G78,G63,0.046774166
G79,G63,0.045820288
G8,G63,0.027261708
G80,G63,0.02816699
G81,G63,0.019057792
G82,G63,0.053064595
G83,G63,0.018516564
G84,G63,0.028475271
G85,G63,0.039756038
G86,G63,0.019009265
G87,G63,0.02037152
G88,G63,0.039580053
G89,G63,0.015712456
G9,G63,0.038944214
G90,G63,0.019743406
G91,G63,0.008358376
G92,G63,0.015413454
G93,G63,0.0401094
G94,G63,0.01852804
G95,G63,0.013113344
G96,G63,0.023130816
G97,G63,0.018845496
G98,G63,0.006144784
G99,G63,0.019134862
G1,G64,0.036696244
G10,G64,0.031069064
G100,G64,0.030991465
G11,G64,0.024528768
G12,G64,0.028997924
G13,G64,0.033545842
G14,G64,0.02141401
G15,G64,0.047339009
G16,G64,0.018581247
G17,G64,0.020193572
G18,G64,0.035468972
G19,G64,0.058367225
G2,G64,0.02082576
G20,G64,0.282067195
G21,G64,0.05629008
G22,G64,0.056378795
G23,G64,0.025875765
G24,G64,0.02383792
G25,G64,0.023862732
G26,G64,0.045126984
G27,G64,0.031155153
G28,G64,0.018788543
G29,G64,0.043068973
G3,G64,0.031601004
G30,G64,0.121797503
G31,G64,0.034700993
G32,G64,0.031762312
G33,G64,0.018338199
G34,G64,0.02154108
G35,G64,0.056563354
G36,G64,0.029112382
G37,G64,0.04379959
G38,G64,0.036715402
G39,G64,0.079336548
G4,G64,0.022844483
G40,G64,0.035948204
G41,G64,0.119485074
G42,G64,0.01884764
G43,G64,0.017630374
G44,G64,0.056289999
G45,G64,0.058537434
G46,G64,0.036042942
G47,G64,0.026442407
G48,G64,0.03952733
G49,G64,0.026809221
G5,G64,0.028876183
G50,G64,0.033025254
G51,G64,0.062010872
G52,G64,0.040737718
G53,G64,0.119780471
G54,G64,0.021746361
G55,G64,0.066029196
G56,G64,0.020921131
G57,G64,0.042073144
G58,G64,0.021491049
G59,G64,0.039243712
G6,G64,0.104181299
G60,G64,0.035986329
G61,G64,0.025583305
G62,G64,0.019518613
G63,G64,0.074154481
G65,G64,0.066903295
G66,G64,0.021360037
G67,G64,0.039224466
G68,G64,0.024458627
G69,G64,0.041049925
G7,G64,0.03972371
G70,G64,0.054616031
G71,G64,0.049774727
G72,G64,0.043310501
G73,G64,0.036629599
G74,G64,0.034201869
G75,G64,0.021922657
G76,G64,0.019256454
G77,G64,0.084613704
G78,G64,0.020488039
G79,G64,0.03245479
G8,G64,0.034877823
G80,G64,0.018390296
G81,G64,0.034530639
G82,G64,0.078100622
G83,G64,0.042813513
G84,G64,0.0266176
G85,G64,0.033460002
G86,G64,0.046041081
G87,G64,0.0228994
G88,G64,0.023299325
G89,G64,0.017260078
G9,G64,0.039446554
G90,G64,0.028163392
G91,G64,0.031163436
G92,G64,0.040735768
G93,G64,0.020307091
G94,G64,0.039933228
G95,G64,0.025270342
G96,G64,0.018319415
G97,G64,0.032420416
G98,G64,0.019643856
G99,G64,0.04742777
G1,G65,0.056290277
G10,G65,0.035382654
G100,G65,0.039326465
G11,G65,0.030969939
G12,G65,0.036182336
G13,G65,0.030196919
G14,G65,0.016795734
G15,G65,0.056931326
G16,G65,0.030582221
G17,G65,0.039772469
G18,G65,0.063935077
G19,G65,0.026045498
G2,G65,0.034785293
G20,G65,0.057692832
G21,G65,0.062594488
G22,G65,0.03724164
G23,G65,0.02872406
G24,G65,0.027480019
G25,G65,0.051745296
G26,G65,0.063713622
G27,G65,0.041290793
G28,G65,0.042490132
G29,G65,0.041579543
G3,G65,0.030383249
G30,G65,0.034966263
G31,G65,0.040734403
G32,G65,0.081461949
G33,G65,0.040456486
G34,G65,0.03425462
G35,G65,0.039190543
G36,G65,0.033764074
G37,G65,0.042784696
G38,G65,0.042231275
G39,G65,0.043160319
G4,G65,0.042534839
G40,G65,0.017107837
G41,G65,0.04864018
G42,G65,0.03703843
G43,G65,0.022030674
G44,G65,0.067675144
G45,G65,0.047999606
G46,G65,0.031284197
G47,G65,0.024260366
G48,G65,0.050587433
G49,G65,0.037671761
G5,G65,0.028962583
G50,G65,0.0189268
G51,G65,0.137628156
G52,G65,0.038366613
G53,G65,0.030148163
G54,G65,0.041199071
G55,G65,0.054968687
G56,G65,0.043131939
G57,G65,0.036988553
G58,G65,0.022814246
G59,G65,0.025588573
G6,G65,0.012761295
G60,G65,0.038217396
G61,G65,0.04592057
G62,G65,0.020920325
G63,G65,0.109419923
G64,G65,0.070873004
G66,G65,0.028620649
G67,G65,0.025930535
G68,G65,0.02227639
G69,G65,0.050857902
G7,G65,0.030347797
G70,G65,0.047362362
G71,G65,0.091622735
G72,G65,0.073327162
G73,G65,0.031448239
G74,G65,0.051150266
G75,G65,0.024251038
G76,G65,0.023576964
G77,G65,0.02088287
G78,G65,0.033086844
G79,G65,0.039384177
G8,G65,0.028016045
G80,G65,0.028450715
G81,G65,0.048208859
G82,G65,0.072695768
G83,G65,0.025864031
G84,G65,0.030275502
G85,G65,0.05192949
G86,G65,0.027005028
G87,G65,0.024663604
G88,G65,0.069187131
G89,G65,0.042928135
G9,G65,0.039323045
G90,G65,0.058084732
G91,G65,0.051745917
G92,G65,0.026070259
G93,G65,0.030684947
G94,G65,0.097681485
G95,G65,0.026941846
G96,G65,0.035533898
G97,G65,0.015328569
