source,target,value
G66,G34,0.008325
G70,G97,0.008324
G22,G77,0.008324
G89,G95,0.008324
G45,G73,0.008324
G70,G45,0.008324
G69,G24,0.008321
G50,G87,0.008321
G33,G60,0.008316
G32,G98,0.008315
G32,G52,0.008314
G54,G42,0.008309
G48,G89,0.008306
G43,G94,0.008305
G70,G55,0.008297
G94,G89,0.008292
G8,G34,0.008289
G52,G14,0.008286
G100,G65,0.008285
G77,G72,0.008283
G72,G54,0.00828
G62,G19,0.008277
G1,G66,0.008276
G6,G83,0.008275
G6,G66,0.008267
G43,G50,0.008262
G41,G8,0.008256
G31,G33,0.008255
G47,G52,0.00825
G83,G44,0.008249
G95,G2,0.008249
G93,G87,0.008247
G91,G64,0.008246
G53,G98,0.008245
G67,G35,0.008244
G91,G84,0.008243
G11,G14,0.008243
G66,G10,0.008241
G44,G42,0.00824
G65,G18,0.008239
G44,G34,0.008238
G58,G73,0.008237
G72,G74,0.008232
G70,G18,0.008228
G33,G42,0.008227
G31,G6,0.008226
G9,G90,0.008225
G2,G17,0.008225
G33,G19,0.008223
G45,G84,0.008223
G61,G75,0.008221
G57,G62,0.008219
G40,G49,0.008217
G23,G8,0.008215
G87,G54,0.008215
G34,G66,0.008214
G58,G27,0.008205
G99,G66,0.008198
G21,G34,0.008198
G66,G17,0.008198
G17,G54,0.008193
G39,G34,0.008191
G9,G53,0.008186
G91,G66,0.008181
G72,G83,0.008178
G39,G19,0.008176
G65,G49,0.008172
G16,G82,0.008171
G89,G79,0.008168
G80,G35,0.008168
G83,G62,0.008166
G46,G53,0.008166
G12,G15,0.008166
G90,G95,0.008164
G52,G92,0.008163
G28,G76,0.008162
G79,G47,0.008161
G33,G10,0.008161
G18,G30,0.008158
G35,G93,0.008158
G33,G65,0.008157
G13,G22,0.008157
G21,G67,0.008155
G56,G14,0.008153
G73,G31,0.008145
G58,G62,0.008142
G56,G89,0.00814
G7,G64,0.008132
G39,G24,0.008131
G32,G46,0.008131
G21,G64,0.00813
G46,G12,0.008127
G17,G38,0.008123
G83,G2,0.008123
G78,G60,0.008123
G36,G67,0.008122
G7,G52,0.008121
G38,G2,0.00812
G89,G24,0.008118
G3,G41,0.008117
G59,G66,0.008115
G8,G64,0.008114
G3,G73,0.008114
G79,G64,0.008107
G87,G33,0.008104
G99,G1,0.008103
G15,G79,0.008103
G9,G2,0.008096
G34,G31,0.008096
G87,G16,0.008095
G92,G1,0.008092
G46,G16,0.008092
G57,G99,0.008088
G47,G56,0.008086
G74,G58,0.008084
G20,G70,0.008077
G69,G85,0.008072
G11,G32,0.00807
G87,G56,0.008069
G84,G69,0.008061
G27,G41,0.008059
G51,G29,0.008058
G4,G22,0.008058
G47,G98,0.008057
G7,G69,0.008053
G2,G54,0.00805
G21,G50,0.00805
G30,G59,0.008047
G49,G24,0.008046
G77,G2,0.008039
G48,G24,0.008037
G85,G41,0.008036
G28,G69,0.008036
G99,G70,0.008032
G5,G47,0.008029
G30,G68,0.008027
G35,G16,0.008027
G96,G16,0.008026
G42,G36,0.008022
G99,G83,0.008022
G11,G36,0.008016
G40,G33,0.008012
G35,G40,0.008011
G41,G75,0.008011
G73,G36,0.008009
G46,G30,0.008009
G16,G78,0.008008
G17,G80,0.008007
G17,G31,0.008007
G24,G36,0.008001
G35,G78,0.008
G84,G31,0.007997
G57,G44,0.007996
G75,G13,0.007995
G63,G4,0.007993
G84,G96,0.007992
G53,G73,0.007988
G87,G49,0.007985
G5,G87,0.007984
G2,G69,0.007978
G10,G96,0.007978
G5,G10,0.007976
G45,G40,0.007971
G81,G19,0.007969
G24,G28,0.007965
G23,G10,0.007963
G42,G17,0.007962
G81,G75,0.007956
G7,G80,0.007955
G68,G93,0.007953
G12,G41,0.007953
G86,G16,0.007953
G18,G66,0.007951
G81,G64,0.007947
G97,G5,0.007944
G65,G84,0.007943
G53,G31,0.007943
G22,G57,0.007942
G95,G24,0.007941
G36,G61,0.00794
G5,G95,0.007939
G100,G79,0.007935
G38,G76,0.007933
G58,G94,0.007932
G55,G42,0.00793
G51,G50,0.007929
G35,G95,0.007925
G33,G77,0.00792
G96,G41,0.007918
G5,G38,0.007918
G62,G53,0.007915
G92,G23,0.007914
G79,G80,0.007913
G46,G6,0.007912
G83,G45,0.007912
G6,G14,0.007912
G42,G60,0.007909
G3,G84,0.007906
G60,G95,0.007904
G20,G12,0.007902
G5,G32,0.007901
G2,G86,0.007901
G61,G30,0.0079
G22,G30,0.007899
G20,G62,0.007899
G63,G22,0.007896
G54,G49,0.007894
G54,G58,0.007892
G23,G31,0.007891
G19,G84,0.007889
G63,G23,0.007887
G54,G86,0.007885
G69,G89,0.007885
G28,G10,0.007884
G36,G22,0.007884
G10,G23,0.007881
G47,G24,0.007881
G63,G47,0.007879
G8,G16,0.007878
G2,G66,0.007877
G83,G72,0.007876
G68,G62,0.007874
G38,G83,0.007872
G81,G35,0.007872
G45,G3,0.007871
G71,G94,0.007868
G78,G40,0.007868
G43,G97,0.007866
G62,G36,0.007865
G82,G30,0.00786
G68,G40,0.007859
G84,G90,0.007855
G23,G95,0.007851
G99,G47,0.00785
G9,G41,0.007847
G61,G16,0.007847
G23,G14,0.007846
G21,G68,0.007842
G36,G50,0.007842
G65,G94,0.007842
G41,G30,0.007839
G39,G70,0.007838
G35,G11,0.007838
G83,G65,0.007831
G32,G38,0.007831
G77,G83,0.007829
G59,G52,0.007824
G52,G11,0.007823
G60,G22,0.007819
G3,G34,0.007816
G22,G44,0.007814
G43,G58,0.007812
G70,G52,0.00781
G50,G94,0.007804
G86,G96,0.007803
G77,G95,0.007803
G77,G44,0.0078
G41,G43,0.007799
G73,G40,0.007797
G60,G57,0.007792
G100,G17,0.007792
G41,G73,0.007792
G42,G76,0.007791
G56,G95,0.00779
G44,G49,0.007786
G95,G69,0.007786
G16,G91,0.007785
G61,G17,0.007784
G43,G57,0.007781
G3,G67,0.007778
G34,G87,0.007776
G57,G11,0.007773
G98,G28,0.007773
G16,G69,0.007772
G22,G12,0.007772
G96,G66,0.00777
G45,G12,0.00777
G28,G49,0.00777
G36,G84,0.007769
G49,G95,0.007767
G43,G60,0.007766
G38,G35,0.007764
G50,G27,0.007759
G23,G6,0.007758
G63,G35,0.007756
G77,G19,0.007753
G29,G44,0.007751
G80,G93,0.007749
G49,G19,0.007747
G68,G41,0.007746
G30,G83,0.007742
G5,G3,0.007737
G2,G28,0.007732
G16,G54,0.007728
G24,G61,0.007726
G70,G87,0.007726
G73,G79,0.007724
G13,G95,0.007723
G80,G97,0.007723
G33,G56,0.007721
G96,G27,0.007717
G33,G47,0.007714
G34,G47,0.007709
G6,G61,0.007708
G39,G95,0.007707
G33,G31,0.007707
G3,G75,0.007707
G30,G18,0.007703
G2,G87,0.007703
G85,G47,0.007702
G39,G32,0.007699
G52,G61,0.007693
G24,G54,0.007692
G74,G72,0.007691
G24,G89,0.007689
G95,G1,0.007689
G67,G83,0.007686
G18,G12,0.007684
G44,G23,0.007684
G6,G86,0.007683
G34,G16,0.007681
G5,G41,0.00768
G43,G16,0.00768
G32,G69,0.007679
G13,G19,0.007677
G66,G96,0.007676
G57,G97,0.007671
G61,G1,0.007671
G26,G77,0.007669
G66,G53,0.007665
G48,G27,0.007661
G54,G78,0.007658
G69,G65,0.007656
G12,G68,0.007651
G97,G95,0.007649
G80,G12,0.007646
G43,G100,0.007645
G47,G83,0.007642
G30,G5,0.007639
G60,G64,0.007638
G53,G66,0.007636
G44,G57,0.007635
G100,G27,0.007635
G98,G68,0.007634
G60,G78,0.007633
G50,G58,0.007631
G4,G91,0.00763
G20,G13,0.007628
G53,G38,0.007627
G15,G90,0.007626
G68,G42,0.007625
G14,G67,0.007624
G27,G95,0.007624
G75,G14,0.00762
G2,G12,0.007619
G14,G58,0.007611
G27,G62,0.007611
G28,G18,0.007608
G17,G94,0.007603
G59,G84,0.007602
G51,G90,0.0076
G58,G97,0.0076
G75,G10,0.007599
G46,G25,0.007597
G27,G66,0.007595
G38,G36,0.007593
G27,G4,0.007592
G97,G34,0.007587
G61,G96,0.007586
G57,G28,0.007584
G100,G4,0.007576
G13,G18,0.007575
G7,G76,0.007574
G90,G30,0.007574
G53,G88,0.007573
G84,G19,0.007573
G93,G1,0.007572
G74,G24,0.007571
G99,G93,0.00757
G38,G65,0.00757
G27,G16,0.007567
G32,G44,0.007565
G29,G65,0.007562
G16,G66,0.007562
G39,G35,0.007559
G16,G65,0.007559
G22,G62,0.007557
G32,G94,0.007556
G35,G27,0.007556
G82,G12,0.007554
G1,G14,0.007552
G27,G97,0.007552
G38,G15,0.007552
G74,G23,0.007549
G5,G25,0.007549
G71,G98,0.007544
G60,G55,0.007542
G67,G84,0.007542
G35,G77,0.00754
G76,G40,0.007537
G41,G94,0.007537
G26,G15,0.007535
G99,G64,0.007534
G24,G27,0.007531
G57,G63,0.00753
G72,G71,0.00753
G38,G23,0.007525
G50,G97,0.007524
G80,G46,0.007521
G10,G35,0.007518
G88,G14,0.007516
G24,G84,0.007515
G76,G58,0.007514
G32,G17,0.007512
G58,G53,0.007512
G8,G49,0.007511
G80,G89,0.007511
G46,G28,0.007509
G61,G100,0.007505
G34,G1,0.007503
G68,G79,0.007501
G60,G1,0.007501
G79,G62,0.007501
G86,G95,0.007499
G12,G54,0.007498
G25,G1,0.007498
G80,G54,0.007497
G84,G75,0.007497
G64,G12,0.007496
G60,G87,0.007495
G55,G80,0.007495
G91,G13,0.007495
G88,G61,0.007493
G87,G76,0.007492
G18,G61,0.007487
G78,G47,0.007484
G61,G58,0.007484
G100,G75,0.007484
G74,G89,0.007483
G29,G19,0.00748
G3,G93,0.00748
G8,G14,0.007479
G51,G30,0.007476
G52,G77,0.007476
G10,G70,0.007475
G11,G52,0.007468
G83,G50,0.007467
G49,G30,0.007465
G20,G61,0.007465
G66,G64,0.007462
G25,G19,0.007462
G18,G16,0.007461
G71,G5,0.00746
G4,G13,0.00746
G83,G18,0.007458
G55,G66,0.007457
G62,G14,0.007456
G52,G18,0.007453
G16,G97,0.007452
G38,G18,0.00745
G20,G97,0.007448
G62,G79,0.007448
G31,G4,0.007447
G77,G36,0.007445
G79,G90,0.007444
G89,G96,0.007444
G14,G84,0.007444
G95,G12,0.007443
G88,G23,0.007443
G94,G90,0.007442
G93,G23,0.007439
G41,G79,0.007438
G94,G25,0.007437
G98,G27,0.007435
G25,G16,0.007432
G32,G14,0.00743
G27,G69,0.007425
G47,G60,0.007422
G95,G4,0.007419
G54,G75,0.007415
G23,G67,0.007415
G72,G93,0.007414
G13,G93,0.007413
G14,G93,0.007413
G50,G56,0.007412
G12,G34,0.007412
G50,G43,0.007411
G67,G12,0.007409
G2,G33,0.007409
G65,G52,0.007409
G17,G28,0.007408
G5,G34,0.007407
G97,G19,0.007407
G80,G2,0.007405
G35,G86,0.007404
G12,G5,0.0074
G34,G65,0.007399
G20,G65,0.007398
G49,G87,0.007397
G73,G64,0.007396
G10,G28,0.007387
G92,G41,0.007386
G32,G11,0.007385
G94,G76,0.00738
G68,G76,0.007374
G60,G18,0.007373
G92,G27,0.007372
G22,G50,0.007371
G11,G62,0.00737
G91,G43,0.007361
G36,G18,0.007354
G40,G46,0.007353
G25,G73,0.007352
G93,G54,0.00735
G42,G63,0.00735
G80,G76,0.007349
G89,G92,0.007347
G54,G63,0.007346
G40,G68,0.007344
G72,G78,0.00734
G100,G93,0.00734
G94,G40,0.007339
G87,G46,0.007335
G58,G14,0.007335
G75,G54,0.007334
G93,G76,0.007333
G32,G47,0.00733
G100,G54,0.007326
G16,G50,0.007326
G7,G96,0.007324
G19,G50,0.007321
G100,G18,0.00732
G32,G27,0.007318
G84,G62,0.007316
G21,G65,0.007315
G66,G46,0.007314
G81,G41,0.007314
G72,G92,0.007313
G45,G53,0.007311
G56,G63,0.00731
G33,G16,0.007309
G98,G65,0.007301
G5,G65,0.0073
G73,G58,0.007299
G57,G20,0.007299
G28,G86,0.007296
G55,G90,0.007295
G14,G2,0.00729
G93,G65,0.007288
G26,G14,0.007288
G23,G30,0.007287
G57,G25,0.007287
G93,G62,0.007286
G60,G46,0.007285
G79,G33,0.007285
G91,G60,0.007285
G24,G73,0.007282
G69,G100,0.007278
G60,G33,0.007277
G60,G45,0.007276
G45,G41,0.007275
G91,G40,0.007273
G73,G59,0.007272
G86,G98,0.007271
G13,G73,0.007271
G46,G80,0.00727
G18,G47,0.007267
G69,G93,0.007263
G30,G77,0.007259
G30,G46,0.007259
G22,G100,0.007258
G59,G32,0.007256
G5,G50,0.007255
G14,G95,0.007254
G28,G16,0.007252
G64,G28,0.00725
G78,G84,0.00725
G22,G38,0.007248
G100,G22,0.007247
G30,G41,0.007245
G92,G89,0.007245
G48,G71,0.007243
G83,G6,0.007241
G22,G96,0.00724
G3,G86,0.007235
G40,G73,0.007235
G95,G6,0.007234
G61,G98,0.007233
G34,G96,0.00723
G65,G54,0.00723
G60,G52,0.007229
G3,G5,0.007229
G23,G76,0.007229
G96,G65,0.007229
G76,G60,0.007224
G8,G66,0.007223
G74,G97,0.007221
G37,G36,0.007221
G79,G60,0.007221
G76,G30,0.007219
G34,G64,0.007216
G25,G42,0.007215
G27,G22,0.007214
G57,G87,0.007213
G57,G47,0.007205
G82,G17,0.007204
G97,G58,0.007197
G61,G40,0.007196
G17,G89,0.007196
G65,G56,0.007195
G19,G39,0.007195
G72,G47,0.007192
G7,G36,0.007191
G38,G42,0.007187
G11,G95,0.007183
G48,G17,0.007178
G38,G75,0.007177
G34,G30,0.007174
G4,G80,0.007174
G70,G27,0.007173
G99,G56,0.007171
G16,G2,0.00717
G13,G36,0.00717
G47,G12,0.007169
G84,G80,0.007166
G13,G14,0.007161
G77,G42,0.007158
G87,G3,0.007158
G78,G66,0.007156
G56,G86,0.007155
G97,G42,0.007154
G12,G80,0.007153
G50,G47,0.007151
G80,G58,0.00715
G46,G19,0.007149
G71,G14,0.007148
G84,G67,0.007147
G96,G43,0.007147
G76,G42,0.007145
G89,G68,0.007145
G69,G35,0.007144
G37,G30,0.007143
G41,G59,0.007142
G12,G16,0.007141
G38,G41,0.00714
G70,G43,0.007138
G86,G84,0.007135
G42,G81,0.007134
G80,G47,0.007134
G8,G44,0.007133
G54,G10,0.00713
G80,G34,0.00713
G24,G39,0.007127
G59,G62,0.007124
G33,G12,0.007124
G18,G49,0.007124
G78,G14,0.007123
G99,G52,0.007122
G94,G98,0.007116
G11,G87,0.007115
G2,G65,0.007114
G84,G100,0.007112
G89,G72,0.007111
G23,G96,0.007109
G41,G89,0.007106
G69,G70,0.007104
G23,G78,0.0071
G23,G1,0.007097
G30,G14,0.007094
G64,G46,0.00709
G71,G30,0.007089
G18,G46,0.007087
G98,G33,0.007086
G48,G56,0.007086
G87,G29,0.007086
G45,G17,0.007081
G91,G73,0.007081
G38,G57,0.007079
G54,G33,0.007079
G91,G76,0.007079
G60,G75,0.007077
G86,G47,0.007076
G43,G49,0.007073
G99,G69,0.007072
G36,G32,0.007072
G80,G79,0.007069
G23,G97,0.007069
G90,G93,0.007066
G91,G23,0.007065
G51,G35,0.007062
G11,G33,0.00706
G5,G57,0.00706
G48,G79,0.007058
G38,G47,0.007054
G36,G77,0.007054
G91,G34,0.007053
G71,G86,0.00705
G67,G57,0.00705
G93,G64,0.007048
G24,G3,0.007046
G7,G15,0.007046
G99,G79,0.007046
G67,G65,0.007044
G14,G53,0.007041
G96,G56,0.00704
G25,G98,0.007037
G78,G46,0.007037
G96,G63,0.007035
G29,G66,0.007032
G2,G43,0.007031
G42,G77,0.00703
G69,G27,0.007028
G37,G70,0.007024
G6,G87,0.007024
G37,G100,0.007023
G38,G69,0.007017
G43,G56,0.007014
G80,G38,0.007014
G61,G54,0.007012
G18,G28,0.007012
G70,G2,0.007011
G25,G58,0.00701
G76,G28,0.007007
G90,G46,0.007005
G1,G4,0.007004
G49,G78,0.006995
G76,G44,0.006994
G52,G95,0.006994
G40,G55,0.006993
G68,G83,0.006989
G77,G15,0.006988
G21,G46,0.006986
G34,G44,0.006986
G53,G30,0.006984
G17,G93,0.006982
G95,G75,0.006982
G24,G50,0.006979
G100,G24,0.006977
G1,G59,0.006977
G50,G62,0.006976
G53,G16,0.006976
G73,G53,0.006974
G92,G88,0.006971
G53,G84,0.00697
G88,G55,0.00697
G69,G12,0.006966
G68,G56,0.006965
G56,G84,0.006965
G8,G32,0.006963
G9,G64,0.006962
G27,G64,0.006956
G17,G5,0.006949
G34,G50,0.006949
G8,G93,0.006949
G62,G87,0.006947
G5,G100,0.006946
G41,G77,0.006945
G55,G60,0.006944
G1,G80,0.006943
G42,G41,0.006938
G11,G6,0.006935
G96,G98,0.006935
G7,G89,0.006934
G24,G91,0.006934
G9,G4,0.006933
G31,G78,0.006929
G33,G58,0.006929
G67,G91,0.006924
G45,G60,0.006924
G77,G58,0.006919
G53,G9,0.006917
G22,G69,0.006916
G40,G52,0.006916
G39,G47,0.006914
G12,G65,0.006913
G48,G51,0.006911
G42,G68,0.006909
G67,G94,0.006909
G47,G96,0.006906
G83,G33,0.006905
G28,G54,0.006901
G40,G87,0.006898
G3,G17,0.006898
G34,G17,0.006897
G11,G84,0.006895
G55,G92,0.006891
G4,G88,0.00689
G12,G60,0.006889
G99,G49,0.006888
G12,G56,0.006886
G78,G10,0.006882
G49,G65,0.006876
G27,G47,0.006876
G93,G70,0.006875
G86,G19,0.006872
G33,G93,0.006872
G84,G83,0.006871
G71,G95,0.006869
G45,G47,0.006868
G33,G11,0.006867
G4,G16,0.006865
G62,G98,0.006865
G69,G50,0.006863
G26,G65,0.006863
G84,G36,0.006862
G16,G55,0.006855
G5,G30,0.006853
G41,G54,0.006852
G65,G78,0.006849
G39,G88,0.006848
G98,G95,0.006847
G47,G4,0.006844
G26,G50,0.006843
G76,G75,0.006842
G7,G53,0.006842
G100,G95,0.006841
G27,G18,0.00684
G98,G17,0.00684
G50,G64,0.006839
G19,G27,0.006839
G62,G86,0.006839
G67,G6,0.006837
G13,G100,0.006837
G15,G62,0.006836
G97,G17,0.006835
G20,G41,0.006834
G85,G58,0.006829
G38,G80,0.006826
G76,G26,0.006825
G13,G40,0.006824
G22,G47,0.006824
G7,G47,0.006823
G33,G95,0.006821
G92,G62,0.006819
G95,G53,0.006818
G86,G97,0.006818
G58,G95,0.006816
G65,G96,0.006814
G87,G40,0.006814
G7,G98,0.006814
G56,G60,0.006814
G9,G78,0.006813
G23,G60,0.006811
G45,G68,0.006806
G93,G90,0.006805
G69,G58,0.006804
G78,G67,0.006803
G96,G88,0.006801
G95,G54,0.006796
G11,G23,0.006794
G89,G50,0.006794
G75,G2,0.006793
G6,G27,0.00679
G98,G61,0.006789
G97,G39,0.006789
G56,G47,0.006788
G81,G36,0.006785
G60,G79,0.006782
G66,G88,0.006781
G62,G67,0.00678
G10,G73,0.00678
G75,G84,0.006777
G52,G19,0.006776
G74,G90,0.006775
G58,G93,0.006773
G35,G98,0.006773
G84,G9,0.006772
G76,G46,0.00677
G66,G78,0.006766
G54,G87,0.006766
G36,G54,0.006762
G2,G88,0.006761
G63,G6,0.006759
G22,G43,0.006758
G17,G69,0.006758
G20,G47,0.006756
G44,G91,0.006755
G93,G80,0.006754
G58,G4,0.006754
G35,G4,0.006752
G35,G79,0.006751
G59,G35,0.006751
G89,G55,0.006751
G54,G50,0.006751
G99,G60,0.006748
G72,G98,0.006748
G18,G10,0.006747
G12,G22,0.006745
G36,G5,0.006742
G65,G89,0.006739
G51,G86,0.006739
G17,G84,0.006738
G98,G66,0.006738
G87,G77,0.006738
G45,G39,0.006738
G53,G49,0.006734
G15,G84,0.006733
G21,G27,0.006732
G37,G38,0.006732
G17,G53,0.006731
G77,G25,0.006727
G44,G90,0.006727
G25,G36,0.006725
G60,G99,0.006721
G100,G40,0.00672
G30,G13,0.00672
G16,G56,0.006719
G5,G54,0.006716
G73,G66,0.006715
G47,G5,0.006715
G57,G36,0.006708
G62,G4,0.006707
G98,G11,0.006705
G77,G53,0.006705
G27,G94,0.006704
G40,G70,0.006703
G74,G34,0.006703
G66,G75,0.006702
G75,G24,0.0067
G54,G24,0.0067
G48,G62,0.0067
G71,G100,0.006698
G62,G22,0.006697
G47,G86,0.006695
G81,G5,0.006694
G13,G7,0.006691
G91,G58,0.006691
G41,G66,0.006691
G82,G74,0.00669
G25,G53,0.006689
G11,G93,0.006687
G14,G4,0.006684
G58,G69,0.006683
G62,G25,0.006679
G98,G1,0.006678
G19,G23,0.006678
G70,G76,0.006678
G74,G69,0.006677
G67,G92,0.006675
G46,G54,0.006674
G51,G60,0.006673
G73,G97,0.006673
G50,G24,0.006671
G19,G5,0.006669
G32,G42,0.006667
G18,G50,0.006665
G86,G40,0.006665
G36,G34,0.006663
G19,G91,0.006662
G50,G8,0.006661
G25,G89,0.006658
G17,G2,0.006657
G3,G46,0.006655
G17,G58,0.006654
G37,G65,0.006653
G47,G84,0.006652
G9,G58,0.006652
G84,G24,0.00665
G30,G95,0.006649
G94,G95,0.006649
G33,G54,0.006647
G37,G5,0.006646
G19,G2,0.006646
G52,G80,0.006643
G23,G90,0.006643
G24,G83,0.006642
G51,G26,0.006642
G9,G45,0.00664
G10,G87,0.006639
G60,G62,0.006638
G58,G17,0.006636
G19,G30,0.006634
G100,G33,0.006634
G26,G60,0.006634
G73,G68,0.006633
G54,G72,0.006632
G91,G47,0.006631
G63,G33,0.006629
G43,G64,0.006629
G32,G19,0.006628
G64,G58,0.006624
G57,G3,0.006623
G64,G18,0.006617
G99,G44,0.006615
G76,G90,0.006614
G17,G36,0.006614
G8,G80,0.006613
G7,G62,0.006613
G67,G11,0.006612
G54,G6,0.006608
G11,G22,0.006607
G72,G16,0.006601
G4,G41,0.006598
G18,G38,0.006597
G2,G23,0.006594
G12,G61,0.006591
G96,G68,0.00659
G59,G88,0.006587
G44,G46,0.006586
G32,G33,0.006586
G30,G47,0.006581
G95,G89,0.006578
G58,G34,0.006576
G5,G61,0.006575
G32,G24,0.006573
G79,G14,0.006572
G80,G14,0.006571
G36,G75,0.006571
G61,G33,0.006571
G41,G90,0.006569
G100,G97,0.006565
G5,G66,0.006561
G55,G32,0.00656
G73,G17,0.00656
G64,G40,0.006557
G17,G46,0.006557
G61,G5,0.006556
G23,G62,0.006556
G59,G70,0.006556
G54,G70,0.006555
G75,G66,0.006554
G53,G65,0.006553
G32,G28,0.006553
G32,G36,0.006548
G72,G62,0.006546
G3,G79,0.006543
G17,G44,0.006543
G46,G61,0.006541
G85,G33,0.006541
G15,G2,0.006539
G96,G83,0.006536
G3,G65,0.006533
G30,G36,0.006532
G81,G61,0.006528
G79,G17,0.006528
G49,G60,0.006526
G3,G53,0.006522
G40,G4,0.006522
G96,G57,0.006519
G88,G41,0.006519
G36,G26,0.006519
G15,G40,0.006518
G34,G60,0.006517
G83,G12,0.006517
G31,G30,0.006517
G11,G67,0.006516
G60,G77,0.006515
G99,G87,0.006514
G49,G67,0.006514
G41,G1,0.006512
G72,G99,0.006512
G89,G12,0.006511
G79,G20,0.00651
G83,G91,0.006509
G97,G6,0.006506
G81,G49,0.006505
G54,G5,0.006503
G69,G42,0.006503
G68,G25,0.006502
G68,G8,0.0065
G16,G86,0.006499
G66,G24,0.006499
G23,G80,0.006498
G36,G1,0.006498
G45,G55,0.006497
G61,G36,0.006495
G17,G47,0.006495
G24,G33,0.006488
G55,G36,0.006484
G49,G58,0.006484
G62,G3,0.006482
G96,G89,0.00648
G99,G80,0.006479
G8,G100,0.006476
G2,G10,0.006475
G67,G39,0.006475
G91,G10,0.006474
G3,G61,0.006474
G84,G30,0.006472
G66,G52,0.006472
G98,G80,0.00647
G87,G4,0.006469
G74,G36,0.006464
G46,G41,0.006462
G60,G17,0.006461
G85,G61,0.006461
G13,G6,0.006459
G65,G87,0.006458
G50,G81,0.006458
G78,G90,0.006458
G89,G44,0.006457
G37,G44,0.006454
G40,G58,0.006451
G97,G4,0.006445
G87,G58,0.006437
G34,G61,0.006436
G87,G69,0.006435
G76,G91,0.006435
G72,G31,0.006432
G59,G30,0.006431
G10,G45,0.00643
G80,G57,0.006429
G96,G36,0.006429
G96,G50,0.006428
G43,G53,0.006426
G4,G77,0.006426
G67,G28,0.006425
G51,G10,0.006425
G91,G32,0.006421
G39,G65,0.006421
G17,G61,0.006414
G44,G98,0.006414
G54,G59,0.006413
G4,G1,0.00641
G30,G79,0.00641
G92,G84,0.00641
G48,G52,0.006409
G17,G62,0.006409
G91,G12,0.006409
G54,G18,0.006408
G62,G28,0.006406
G49,G41,0.006405
G62,G60,0.006404
G53,G33,0.006403
G36,G91,0.006402
G91,G79,0.006399
G70,G84,0.006399
G27,G75,0.006398
G93,G19,0.006394
G59,G83,0.006394
G66,G61,0.006391
G40,G47,0.006391
G32,G22,0.00639
G75,G1,0.006386
G74,G43,0.006385
G48,G47,0.006384
G23,G93,0.006384
G73,G41,0.006383
G24,G43,0.006382
G26,G34,0.006378
G21,G41,0.006377
G36,G40,0.006377
G21,G13,0.006376
G14,G44,0.006376
G54,G46,0.006374
G90,G99,0.006374
G73,G28,0.006368
G37,G26,0.006365
G92,G96,0.006365
G89,G32,0.006364
G88,G82,0.006363
G43,G27,0.006362
G91,G52,0.006361
G42,G18,0.00636
G62,G91,0.00636
G22,G27,0.006358
G70,G36,0.006358
G9,G24,0.006352
G59,G54,0.006352
G53,G96,0.006349
G42,G85,0.006346
G37,G28,0.006343
G3,G4,0.006343
G17,G22,0.006342
G17,G14,0.006342
G6,G19,0.006341
G92,G66,0.006341
G14,G24,0.00634
G76,G97,0.006339
G86,G56,0.006335
G55,G37,0.006333
G37,G61,0.006331
G100,G50,0.006331
G73,G89,0.006331
G97,G41,0.00633
G71,G9,0.00633
G73,G91,0.006327
G34,G32,0.006325
G34,G35,0.006321
G70,G40,0.006321
G47,G54,0.006321
G26,G98,0.006318
G94,G24,0.006316
G93,G60,0.006316
G6,G4,0.006315
G17,G19,0.006312
G44,G36,0.006312
G68,G44,0.006312
G18,G72,0.00631
G92,G67,0.006309
G3,G2,0.006308
G14,G88,0.006307
G43,G93,0.006307
G90,G44,0.006304
G1,G6,0.006304
G45,G93,0.006304
G21,G86,0.006298
G29,G45,0.006298
G13,G79,0.006294
G95,G5,0.006291
G8,G84,0.006288
G42,G58,0.006287
G37,G42,0.006285
G56,G78,0.006284
G95,G86,0.006283
G50,G30,0.006283
G31,G36,0.006281
G73,G2,0.006279
G42,G19,0.006278
G47,G17,0.006277
G29,G62,0.006276
G1,G92,0.006276
G14,G98,0.006275
G2,G53,0.006274
G41,G99,0.006274
G23,G72,0.006272
G48,G53,0.006271
G83,G93,0.00627
G84,G3,0.006269
G1,G94,0.006268
G56,G38,0.006267
G70,G17,0.006266
G28,G96,0.006265
G94,G67,0.006265
G91,G92,0.006264
G50,G54,0.006262
G25,G62,0.006261
G7,G10,0.006261
G79,G12,0.006259
G36,G38,0.006257
G73,G16,0.006256
G67,G5,0.006256
G64,G96,0.006252
G9,G6,0.006251
G84,G28,0.006251
G53,G70,0.00625
G19,G36,0.00625
G91,G19,0.006249
G42,G84,0.006249
G57,G33,0.006249
G31,G76,0.006248
G23,G5,0.006247
G27,G79,0.006247
G12,G84,0.006247
G8,G81,0.006245
G8,G78,0.006244
G61,G95,0.006244
G73,G52,0.006244
G7,G84,0.006244
G6,G30,0.006242
G34,G12,0.006237
G93,G36,0.006236
G74,G54,0.006232
G46,G77,0.006231
G100,G56,0.006231
G34,G39,0.00623
G1,G95,0.006229
G40,G44,0.006229
G11,G73,0.006227
G39,G86,0.006225
G100,G47,0.006225
G65,G19,0.006225
G30,G56,0.006224
G38,G33,0.006224
G46,G31,0.006223
G9,G12,0.006223
G26,G95,0.006219
G1,G53,0.006218
G9,G5,0.006218
G34,G98,0.006218
G13,G87,0.006218
G85,G49,0.006217
